GeneID	GSM2440320	GSM2440321	GSM2440322	GSM2440323	GSM2440324	GSM2440325	GSM2440326	GSM2440327	GSM2440328	GSM2440329	GSM2440330	GSM2440331
102723401	2	9	3	1	11	78	0	5	5	3	0	0
54454	80	90	51	81	123	62	77	64	96	54	8	25
165324	256	232	142	193	250	291	214	256	468	239	39	83
388931	228	80	142	166	303	16	95	1018	453	298	1068	232
80304	115	102	78	101	174	192	142	163	245	80	48	54
2281	54	35	38	20	103	89	22	81	81	270	26	22
51639	370	864	574	151	715	718	278	1603	2196	862	36	60
375190	113	191	159	138	208	484	221	307	274	206	42	94
9540	741	1296	1252	914	1715	708	866	2578	2440	1640	683	1514
375189	7	13	5	10	36	48	15	5	12	5	2	1
105374328	2	2	2	1	2	5	3	2	0	4	4	0
653140	1	1	2	4	5	12	0	2	2	3	0	0
50618	278	553	218	383	742	407	376	385	387	367	39	105
105374329	0	0	0	1	1	0	1	0	0	0	0	0
8648	152	355	95	131	468	622	120	166	200	233	81	132
391356	404	713	183	155	364	136	137	942	878	545	42	161
105369164	5	2	4	2	8	1	6	5	12	7	1	3
79172	1015	1392	831	1287	1135	373	1447	1935	3297	1103	182	339
109	820	1060	772	1247	1081	470	1471	1308	2900	638	141	172
105377626	9	7	3	8	7	1	10	22	26	10	6	10
51277	27	40	14	20	38	77	11	18	50	19	2	7
729723	28	19	28	17	21	81	70	36	96	85	52	26
22979	25	53	20	18	226	66	13	38	28	10	6	5
5443	14	9	5	10	20	127	5	5	15	0	12	13
106144568	0	0	0	0	0	0	0	0	0	0	0	0
1788	656	1348	587	1060	2394	925	827	1608	1038	529	622	392
100302246	2	2	0	1	1	0	2	1	0	1	0	0
1838	256	263	174	550	429	98	434	648	484	144	542	154
101929272	14	59	16	25	36	12	32	78	41	16	18	60
105374332	1	0	0	0	1	0	0	2	0	0	0	0
55252	87	91	92	184	186	114	115	92	170	115	13	38
3797	109	96	53	136	279	409	59	82	303	43	13	20
10890	285	413	268	255	624	321	212	517	1104	499	22	62
105374333	4	0	3	5	6	0	2	14	9	9	28	8
150946	47	38	54	109	111	194	51	179	47	22	4	27
3030	5264	7214	2141	4233	4773	5955	2757	9638	19182	5497	4805	2748
3032	765	1154	511	357	1231	2642	330	846	3400	1119	63	166
105374334	1	1	2	3	5	6	6	1	14	6	3	1
165082	13	16	14	21	55	11	18	15	72	15	20	8
85465	362	392	318	334	502	147	276	441	1170	468	43	114
92749	9	1	1	9	2	12	2	2	6	0	1	3
9381	9	8	0	10	72	6	2	8	35	5	2	3
339778	285	40	532	504	486	6	242	431	399	575	252	18
130106	1	3	0	2	1	6	0	11	2	2	1	0
3777	7	32	2	3	12	272	1	15	1	12	33	1
54978	1094	1154	631	1175	1524	686	744	2508	2737	1461	662	482
1058	95	146	86	143	188	4	140	211	473	233	48	51
56896	0	0	1	3	0	44	0	2	0	0	0	2
22924	995	626	1047	3900	1117	855	1287	1764	1318	1089	199	297
100129724	0	1	3	18	1	0	1	1	3	3	1	0
54867	3828	3153	1716	5492	7201	1676	3913	3792	5528	4244	949	1540
100874031	6	3	2	40	24	12	24	4	4	3	0	1
100189022	1	1	1	0	2	3	0	0	0	2	0	0
60509	1327	1251	730	1530	2534	2127	1574	2572	2386	1946	450	624
100128731	3544	6224	2137	2740	4502	3840	2538	9103	8985	5892	390	1354
11117	1997	2182	511	990	6928	22125	585	1026	997	230	671	392
3795	968	777	257	1034	340	370	1244	1016	3142	451	1098	305
10669	1202	655	589	1869	257	137	2221	2311	5399	1302	1248	360
84696	1050	739	440	1281	851	291	1029	1257	1812	1013	366	579
10113	2670	2931	1121	2112	3220	1397	1945	3054	5480	2611	409	789
339779	0	0	0	0	0	1	0	0	0	0	0	0
150921	1	0	0	1	0	4	2	1	2	0	0	0
8884	4466	5756	1147	5383	3337	394	4847	3505	5058	1090	842	490
51374	1716	2445	522	1641	1833	2662	1379	2089	2363	1659	310	410
790	1562	1650	1887	3089	4183	889	3854	4302	4841	2020	630	655
7781	2	0	1	3	7	9	4	4	6	0	0	3
285126	1	0	0	1	0	3	1	0	2	0	0	0
57159	28	4	44	1363	42	18	70	967	20	23	217	72
7349	86	26	122	215	55	88	361	219	218	159	131	63
4358	652	740	454	471	1186	839	783	727	1315	857	31	76
2976	947	1133	641	1273	1956	592	1234	1250	1566	1063	404	347
100505624	49	82	26	58	120	56	52	40	104	39	19	14
105374363	58	75	51	47	200	36	72	46	101	83	12	7
8890	1768	1996	834	2694	2083	2040	2249	2469	3637	1502	395	650
9784	2426	2876	1561	2197	3930	4251	1990	4180	5919	3051	1151	1230
130557	1103	873	1123	1242	1852	647	1633	1194	1590	1476	263	408
5496	4234	5317	3269	4491	6461	2531	3930	7772	14123	7020	2593	1855
2498	6	3	7	6	15	3	9	17	49	19	1	3
29959	3377	4664	1528	1863	4285	5115	2368	4569	5276	3806	1413	1553
200634	2736	2507	1898	4098	2797	87	3600	5365	7345	4213	1581	861
26160	1883	1459	567	1269	1944	946	1654	1773	2567	1563	215	607
64838	660	51	32	135	245	216	33	66	89	110	24	15
2646	406	4	15	69	21	4	48	27	168	20	0	5
84226	12	0	1	5	4	4	5	18	7	3	2	1
84450	38	146	60	17	313	300	47	57	84	36	14	4
79635	5	11	0	3	11	41	3	4	4	5	0	3
11321	114	294	52	41	168	212	36	236	330	103	10	14
9913	943	1029	627	1195	2212	931	1447	953	1689	1017	446	321
22950	118	338	77	86	305	373	116	189	442	153	31	32
100129995	1	0	0	2	4	2	1	1	0	0	0	0
105374378	0	1	0	3	6	3	0	1	0	1	0	1
9553	103	367	171	107	186	589	71	1341	1291	282	70	120
64080	78	95	34	31	163	87	58	92	380	53	12	25
9577	621	474	398	577	922	734	608	1174	1330	840	414	333
100302650	40	33	27	49	176	107	42	36	74	61	31	22
105374369	4	1	1	2	4	0	2	6	7	4	1	2
100422965	1	0	0	0	0	0	0	0	0	0	0	0
100505736	2	0	1	2	1	1	0	4	4	1	33	9
100505716	3	8	6	6	14	11	5	7	14	9	0	2
105374381	2	0	0	2	0	3	1	1	0	1	0	1
105374382	2	0	3	11	38	22	8	6	18	54	2	0
105374383	4	1	2	8	21	6	5	2	6	17	0	1
403150	15	4	12	33	73	36	10	4	8	40	19	6
2355	911	875	567	1613	3808	1737	950	1792	1524	1702	208	389
102723530	0	0	0	0	0	0	0	0	0	0	0	0
151056	97	198	28	100	277	88	156	87	646	64	15	20
105374384	0	0	0	0	0	2	0	0	0	0	0	0
100505774	7	4	2	2	4	4	5	1	1	1	3	0
112267877	23	19	3	55	89	25	31	20	29	12	6	3
5500	338	348	178	486	381	761	252	407	552	356	62	113
245711	5	3	7	4	4	3	7	8	15	7	1	0
55006	31	66	31	22	111	102	44	41	108	25	0	4
23160	269	407	242	595	512	126	269	540	701	290	128	115
692209	0	0	0	0	0	0	1	0	0	0	0	0
26796	0	0	0	0	1	0	0	0	0	1	0	0
109617012	0	0	0	0	0	0	0	0	0	0	0	0
165186	18	16	8	14	75	93	23	58	30	17	1	16
388939	0	0	0	0	0	16	0	0	0	0	0	0
105374386	0	0	0	0	0	4	0	0	0	0	0	0
79745	19	21	8	20	44	366	4	8	4	3	2	9
238	2	0	0	1	5	45	0	2	1	0	0	0
101929386	0	0	0	0	1	1	0	0	0	0	0	0
105374389	0	0	0	0	0	0	0	0	0	0	0	0
101929418	3	0	0	3	1	3	1	0	2	2	3	6
51646	342	491	163	233	482	1278	101	289	340	241	41	72
105374414	0	0	0	0	0	0	0	0	0	0	0	0
109616960	1	2	1	3	1	0	1	1	2	2	0	0
81606	828	538	299	405	3089	770	213	415	493	187	48	62
102723594	0	1	0	0	0	0	0	0	0	0	2	0
285043	0	0	0	0	3	8	0	0	2	0	0	0
253558	44	38	35	40	61	30	44	33	39	32	2	13
92291	225	236	22	188	88	0	153	238	575	34	17	95
105374435	0	0	0	0	0	0	0	0	0	0	0	0
79623	12	15	1	6	22	23	1	5	23	1	2	0
107985861	0	2	0	1	0	0	0	0	0	0	0	0
440854	6	11	0	4	12	2	0	2	7	1	0	1
30845	127	228	19	45	320	233	25	66	129	28	8	20
7498	131	210	20	45	266	3	76	299	244	97	6	276
6716	4	0	1	2	0	0	0	12	2	0	0	0
107985862	0	0	0	1	1	0	0	1	1	0	0	0
107985863	0	1	1	1	1	0	0	1	0	0	0	0
105374449	0	1	0	0	0	0	0	1	1	0	0	0
51072	196	297	210	296	317	201	195	340	520	269	208	56
84661	319	494	215	174	527	385	372	436	947	483	86	72
6683	23	43	19	13	71	49	24	28	48	29	3	7
55676	48	77	65	34	110	47	42	104	137	79	17	26
58484	21	13	13	7	21	18	6	10	13	5	2	1
84272	396	423	517	501	450	489	516	704	623	463	1960	526
57448	230	654	156	193	576	427	186	198	423	209	36	29
693143	0	0	0	0	0	0	0	0	0	0	0	0
103752586	0	1	1	0	2	1	0	0	0	0	0	0
55622	52	134	45	38	116	88	47	109	121	42	19	20
100616219	0	0	0	0	0	0	0	0	0	0	0	0
285045	3	0	0	4	0	1	3	1	1	1	0	0
105374453	0	0	0	0	1	0	0	0	0	0	0	0
4052	164	247	34	133	1066	1391	50	116	52	105	5	18
100616136	0	0	0	0	0	0	0	0	0	0	0	0
25780	89	84	75	97	125	32	15	37	101	41	45	49
105374454	17	12	8	36	27	11	5	12	9	14	10	17
25940	57	209	63	46	213	239	30	139	238	86	29	30
105374455	0	0	0	0	0	0	0	0	0	0	0	0
107985864	0	0	0	0	0	0	0	0	0	0	0	0
104355287	0	1	0	1	0	0	1	0	0	0	0	0
151325	0	0	0	0	0	0	1	4	0	0	0	0
105374456	0	0	0	0	0	0	0	0	0	0	0	0
106144585	0	0	0	0	0	0	0	0	0	0	0	0
105374457	0	0	0	0	0	0	0	0	0	0	0	0
105374459	0	0	0	0	0	0	0	0	0	0	0	0
104355288	2	0	0	1	0	0	0	0	0	0	2	0
107985865	0	0	0	0	0	0	0	0	0	0	0	0
105374458	1	0	0	0	0	0	0	0	0	0	0	0
105374461	0	0	0	0	0	0	0	0	0	0	0	0
107985808	0	0	0	0	0	0	0	0	0	0	0	0
100616475	0	0	0	0	0	0	0	0	0	0	0	0
107985866	0	0	0	0	0	0	0	0	0	0	0	0
100288911	20	20	10	5	25	187	13	24	23	6	0	8
51232	96	219	68	101	167	692	92	103	182	105	24	26
9637	41	65	23	33	56	164	20	74	44	52	17	16
5212	0	1	3	3	1	28	0	1	3	7	2	0
6801	48	115	47	34	66	64	53	60	106	54	9	18
54497	61	143	65	56	168	100	65	70	125	109	11	20
253635	58	101	46	62	142	106	54	72	227	77	12	19
5610	152	226	121	297	275	232	258	207	595	223	654	153
391365	0	0	0	0	0	0	0	0	0	0	0	0
100505876	877	710	634	1607	796	724	1252	1543	1449	872	654	271
10153	57	188	129	89	94	90	69	216	387	151	28	34
55471	172	200	201	344	389	388	286	191	229	277	35	65
23683	13	41	14	19	45	86	10	30	8	28	4	16
101929542	1	1	2	0	3	1	1	0	0	1	0	0
25797	15	273	42	77	255	301	52	213	7	165	0	98
107985868	1	0	0	0	1	0	0	0	0	0	0	1
105374464	6	1	2	0	4	1	1	0	0	1	0	3
10602	59	152	87	88	236	1306	101	146	218	156	116	46
107985870	0	0	0	0	0	5	1	0	0	3	0	0
105374465	0	0	0	0	0	0	0	0	0	0	0	0
107985869	0	0	0	0	0	0	0	0	0	0	0	0
101929559	0	0	0	0	0	1	0	0	0	0	0	0
151393	18	41	13	12	27	17	13	4	12	3	0	4
101410544	0	3	0	0	1	0	2	1	2	0	0	0
107985872	4	0	0	1	1	1	1	2	0	0	2	0
1545	20	1	6	10	10	8	1	0	2	1	0	2
105374466	0	0	0	0	0	0	0	0	0	0	0	0
285154	3	7	1	3	14	11	1	3	2	6	4	0
107985871	0	1	0	0	0	0	0	0	0	0	0	0
102723739	0	0	1	1	0	3	0	2	0	1	0	0
105374467	0	0	0	0	0	0	0	0	0	0	0	0
64225	74	133	119	101	220	525	152	169	293	130	34	38
105374468	0	0	0	1	0	0	2	0	0	0	0	0
100996902	0	0	0	0	0	0	0	0	0	0	0	0
101929596	5	2	0	1	1	122	1	10	1	0	6	0
92906	48	63	48	25	105	109	53	79	124	57	21	11
130589	1250	2631	462	1259	1342	597	1467	1838	4945	2864	5036	2236
6432	1295	1959	1068	1032	2949	1714	1011	1594	4359	1256	53	191
79833	310	352	232	492	351	218	375	488	651	350	85	126
90957	176	287	108	134	376	306	235	282	337	199	27	49
105374470	0	1	0	0	0	1	0	0	0	0	0	0
729967	72	85	36	42	124	73	36	88	81	186	7	15
100271715	4	5	7	1	8	23	7	3	1	3	1	0
105374471	1	1	0	0	2	0	0	0	0	0	0	0
375196	3	6	3	2	5	33	6	1	2	2	0	0
6654	105	320	55	69	222	242	95	71	159	81	4	12
344387	0	3	0	3	0	0	0	4	2	2	0	0
8491	55	21	35	77	91	80	62	49	92	43	10	13
728730	26	67	25	32	97	88	31	56	126	64	49	24
130733	62	61	34	55	180	186	55	62	144	94	30	10
80745	96	132	39	104	133	88	67	101	164	54	5	6
112268436	0	0	0	1	0	0	1	0	0	0	0	0
100128590	0	0	0	1	1	0	0	0	1	0	0	0
6546	9	19	0	16	27	315	1	11	7	6	6	5
101929667	1	3	0	1	0	17	2	0	1	0	0	2
105374473	0	0	0	0	0	0	0	0	0	0	0	0
105374475	0	0	0	0	0	0	0	0	0	1	0	0
105374497	0	0	0	1	0	0	0	0	0	0	1	0
105374491	0	0	0	0	0	0	0	0	0	0	0	0
101929700	0	0	0	0	0	0	0	0	0	0	0	0
105374506	0	0	0	0	0	0	0	0	0	0	0	0
388942	1	0	0	0	1	0	2	1	2	33	0	0
101929723	20	6	5	12	30	1	3	6	0	0	0	0
400950	5	1	4	5	21	0	4	0	0	0	2	1
105374517	1	0	0	0	3	0	0	1	0	0	0	0
91461	3972	3513	1490	2448	1488	2324	8552	402	1297	1433	502	30
105374531	0	0	0	0	2	0	0	0	0	1	0	0
102723824	1	15	8	1	10	4	2	6	1	0	3	2
27436	244	424	186	376	656	109	312	350	558	273	222	133
107985874	0	0	0	0	0	0	0	1	0	0	0	0
107985873	8	18	6	8	17	8	3	6	9	8	1	2
9167	853	1603	571	437	1059	1420	393	2278	4057	1083	213	153
105374537	0	0	0	1	0	0	0	0	0	0	0	0
170850	0	0	0	0	0	0	0	0	2	0	0	0
57504	512	619	418	931	1103	987	737	953	896	854	93	221
105374555	1	1	1	3	1	0	1	2	0	0	0	1
165140	160	100	87	710	403	57	543	341	755	178	99	191
23498	395	163	189	857	450	200	896	1195	1875	392	1162	687
107985875	12	2	6	11	34	31	7	12	6	7	1	3
100189265	1	0	0	0	1	2	1	1	0	0	0	0
105374567	3	2	6	16	15	6	7	1	37	1	7	0
105374568	0	0	0	0	1	0	0	0	0	0	0	0
112268413	3	4	12	1	14	0	1	5	24	5	0	0
102723854	22	0	5117	370	414	3	37	1	12708	187	1323	12
107985876	1	0	11	1	15	2	1	1	12	6	8	1
100506047	5	2	20	6	6	2	6	1	70	29	1	4
105374570	2	2	9	3	4	1	0	1	17	7	2	3
678	1058	1946	1342	1282	3718	1102	794	1363	3124	1659	114	199
100129726	4	8	4	7	22	6	9	2	21	3	11	0
63892	963	892	448	1118	1526	559	957	1168	937	734	331	275
107985877	168	162	109	331	367	105	216	293	269	204	47	62
130271	4	20	23	5	49	195	6	5	2	4	5	1
728819	0	2	4	2	5	16	0	0	0	0	0	0
51626	24	33	29	13	32	37	16	41	48	54	10	8
105374571	6	7	9	7	14	7	9	10	13	20	7	2
64240	47	3	13	5	2	4	16	10	11	8	14	9
64241	139	4	12	3	2	0	28	13	36	3	8	3
102725159	1	0	1	0	0	0	0	0	1	1	0	0
10128	587	1278	973	565	829	756	375	1704	4068	931	237	252
102723904	8	18	4	24	21	8	17	7	21	8	3	4
5495	175	279	89	166	215	278	95	160	255	152	132	111
6519	61	389	74	80	89	94	74	127	182	131	29	24
9581	67	130	77	81	100	133	75	138	160	138	40	24
79823	105	183	70	119	101	66	60	203	240	102	20	21
107985878	5	9	4	7	4	0	4	9	6	11	1	0
105374573	4	10	1	3	3	0	1	4	7	0	0	0
107985879	1	15	69	56	4	0	5	2	61	345	7	272
100506108	0	0	0	0	0	0	0	0	1	5	0	2
6496	0	1	0	0	0	0	0	0	32	29	0	8
10736	9	8	55	0	10	5	0	0	1103	5	11	11
107985809	0	0	0	0	1	0	0	1	0	0	0	0
400952	4	0	4	7	1	1	0	1	7	0	2	0
105374576	0	0	0	0	0	0	0	0	0	0	0	0
105374577	1	0	0	0	4	0	0	0	1	0	0	0
55133	24	37	19	14	53	37	14	23	65	45	0	4
102724965	12	14	8	11	19	24	15	9	29	8	4	3
5581	94	106	81	140	122	222	89	159	324	90	116	49
105374580	0	0	0	0	0	0	0	0	1	0	0	0
101926974	4	4	0	2	2	0	1	6	5	6	4	1
105374581	0	0	0	0	0	0	0	0	0	0	0	0
2034	851	1838	152	251	1600	1593	93	863	867	694	12	67
105374582	0	0	0	1	0	0	0	0	0	0	0	0
101805491	0	0	0	1	0	0	0	0	0	0	0	0
388946	0	0	0	0	0	0	0	0	0	0	0	0
90423	50	51	55	74	131	65	53	81	103	88	9	15
23433	79	120	103	87	126	404	34	231	348	180	20	50
100506142	1	3	0	0	3	1	0	0	2	1	0	3
5281	43	104	84	46	66	89	22	211	381	147	5	33
9419	64	184	88	90	126	136	87	202	324	130	53	61
105374584	14	30	17	31	20	38	18	22	10	25	8	16
9655	16	21	23	22	65	70	5	25	29	12	5	3
388948	4	6	1	5	17	5	0	5	13	6	0	2
100134259	6	4	3	5	12	24	5	12	10	5	0	1
107985880	1	2	0	2	2	1	0	2	1	2	0	0
90411	145	210	103	127	367	488	92	210	369	229	11	40
57217	684	762	415	1008	2126	1062	718	772	1322	1335	344	577
285051	2	0	4	17	6	3	6	7	12	2	5	6
805	809	1981	742	636	943	2493	731	1504	3008	1417	158	304
101927043	38	108	45	109	55	4	152	69	53	48	27	38
105374588	7	34	0	17	10	1	10	24	8	13	14	23
107985882	1	1	0	0	2	0	0	0	1	0	0	1
618	9	47	141	19	11	50	23	179	1977	382	583	231
4072	3953	11808	3643	3538	5313	23	2976	5144	15005	7360	218	1020
693144	0	1	1	1	1	0	0	0	0	0	0	0
4436	20	84	30	27	83	47	29	51	112	43	23	5
56660	18	13	0	11	16	12	9	13	20	8	8	8
644093	0	0	0	0	0	2	0	0	0	1	0	0
440864	1	1	0	1	0	1	0	0	0	1	0	1
105374589	0	0	0	0	0	0	0	1	0	0	0	0
2956	60	187	50	49	88	195	57	156	258	96	22	21
80204	107	79	65	120	104	130	101	61	93	77	45	35
100506235	10	8	5	12	18	8	20	3	13	16	0	1
105374590	0	0	0	3	0	0	2	0	0	1	0	0
105374592	0	0	0	0	0	0	0	0	0	0	0	0
105374591	0	0	0	0	0	0	0	0	0	0	0	0
105374593	1	0	0	0	0	0	0	0	0	0	0	0
102724008	0	0	0	0	0	0	0	0	0	0	0	0
3344	27	16	15	35	46	11	26	6	32	13	2	3
129285	124	143	129	212	285	283	206	178	340	165	11	44
286749	6	2	3	6	8	179	3	2	2	4	2	1
11037	15	20	12	31	135	822	16	11	28	9	2	9
11036	1	0	0	0	1	42	0	0	0	0	0	1
3973	0	0	0	0	0	2	0	0	0	0	0	0
105374594	0	0	0	0	0	1	1	0	0	0	0	0
2492	0	0	0	0	0	2	0	0	0	0	0	0
102465854	0	0	0	0	0	0	0	0	0	0	0	0
107985810	1	4	0	1	0	0	0	0	0	0	0	0
105374595	1	2	0	1	0	0	0	0	0	0	0	0
9378	2	0	1	1	1	111	0	0	0	0	1	0
101927089	0	0	0	0	0	0	0	0	0	0	0	0
103504737	0	0	0	0	0	0	0	0	0	0	0	0
730100	1	0	0	0	0	0	0	0	0	0	0	0
105377627	0	0	0	0	0	0	0	0	0	0	0	0
105374597	0	0	0	0	0	0	0	0	0	0	0	0
107985766	0	0	0	0	0	0	0	1	0	0	0	0
105374596	0	0	0	0	0	0	0	0	0	0	0	0
105374598	1	0	0	0	0	0	0	0	0	0	0	0
107985883	0	0	0	0	0	0	0	0	0	0	0	0
100616431	0	0	0	0	0	0	0	0	0	0	0	0
105369165	0	0	0	0	0	0	0	0	0	0	1	0
105374600	0	0	0	0	1	0	0	0	1	0	0	4
105374601	1	1	0	0	0	0	0	0	1	0	0	0
51130	5	10	15	6	14	18	9	23	35	19	4	14
100302652	4	4	8	4	12	14	5	10	15	7	3	2
494143	0	15	4	2	24	8	5	10	29	20	0	5
27248	41	135	45	25	104	123	24	74	149	99	30	30
112268415	20	26	11	20	20	10	13	15	34	30	5	9
100500850	1	1	2	1	2	0	2	1	3	1	0	0
10936	1	14	1	1	2	4	6	1	3	1	0	0
23198	1065	875	579	1637	1036	536	653	2254	2077	1668	562	778
98	128	151	79	200	401	278	241	157	262	178	56	61
105374615	6	5	5	3	9	11	3	1	1	6	0	1
388951	0	1	0	0	1	0	0	0	0	0	0	0
105374610	0	1	0	2	0	0	0	0	0	0	3	2
129852	0	0	0	1	1	5	0	1	0	0	0	2
102724072	1	0	1	3	0	1	0	0	0	1	0	0
6711	3606	3662	1631	5367	4473	5502	3009	5065	6891	3851	1658	1903
105374640	1	3	0	0	7	0	1	0	6	0	0	0
56969	8	3	14	10	5	14	1	3	14	4	9	9
105374653	0	1	0	0	0	0	0	0	0	0	0	0
400954	116	209	130	183	295	193	116	180	221	255	6	41
105374667	0	2	0	0	1	0	0	0	0	0	0	1
57142	174	616	179	230	591	1414	141	223	400	352	18	47
105374662	0	0	0	2	0	0	0	0	1	1	0	1
105374674	3	2	3	1	5	3	3	5	3	2	0	0
130162	38	56	32	13	59	26	14	28	35	19	4	5
6233	8467	15904	3826	5266	10083	13659	2959	44977	37701	6523	2789	1677
4528	448	792	427	505	470	408	227	2645	1746	675	1071	396
344405	22	34	14	23	133	27	11	25	45	54	3	18
55704	9	25	14	8	21	55	4	7	13	5	3	11
112942	127	356	158	100	260	422	75	169	222	246	51	72
57223	249	388	154	224	534	353	229	326	357	204	30	39
107985885	0	2	4	1	3	0	4	4	3	3	1	1
87178	353	376	324	289	410	311	432	675	743	423	80	76
107985811	0	0	0	0	0	0	0	0	0	0	0	0
112268416	0	0	0	0	2	0	0	0	1	0	0	0
2202	29	54	2	7	159	110	11	5	0	1	0	0
105374690	0	0	0	0	1	11	0	0	0	0	0	0
104355290	0	0	0	1	0	0	0	0	0	0	0	0
406999	0	0	0	0	0	0	0	0	0	0	0	0
406998	0	0	0	0	0	0	0	0	0	0	0	0
100126319	0	0	0	0	0	0	0	0	0	0	0	0
101927165	0	0	0	0	0	0	0	0	0	0	0	0
100129434	1	1	0	1	2	6	0	0	1	0	0	4
107985795	0	0	0	0	1	2	0	0	0	0	0	0
114800	1	1	1	1	2	8	0	0	0	0	0	1
101927213	0	0	0	0	0	0	0	0	0	0	0	0
107985886	1	0	0	0	0	0	0	0	0	0	0	0
105377632	2	0	1	0	3	5	0	0	0	0	0	0
101927235	0	0	0	0	0	0	0	0	1	0	0	0
105374697	0	0	0	0	0	0	0	0	0	0	0	0
105377628	0	0	0	0	0	0	0	0	0	0	0	0
7444	51	56	46	84	166	80	58	76	116	73	6	16
105374726	0	0	0	0	0	0	0	0	0	0	0	0
107984043	2	3	1	0	5	2	0	1	3	2	2	2
55120	45	55	42	62	109	29	45	66	100	63	5	17
105374744	2	0	0	1	0	0	0	0	0	0	0	0
400955	1	0	0	1	2	2	0	0	0	0	0	0
101927285	0	0	0	0	0	0	0	0	0	0	0	0
105374754	0	0	0	0	0	0	0	0	0	0	0	0
106660609	0	0	0	0	0	0	0	0	0	0	0	0
100616473	0	0	0	0	0	0	0	0	0	0	0	0
102724142	0	0	0	0	0	0	0	0	1	0	1	0
53335	532	254	304	659	264	652	642	619	922	273	115	63
64895	30	52	36	36	55	49	33	47	62	40	2	6
400957	0	0	0	1	0	1	0	0	0	0	0	0
5966	39	53	53	43	77	27	30	85	102	81	50	52
150962	36	38	22	32	106	32	59	22	65	24	13	12
5194	113	212	97	129	196	129	93	105	263	114	27	29
84542	170	150	102	172	216	77	191	229	185	277	14	100
105374759	0	0	0	1	0	1	0	2	0	0	0	0
339803	16	8	8	14	23	70	4	4	3	3	4	3
339804	57	45	11	15	36	388	12	11	14	9	1	10
105374758	1	1	0	0	2	2	0	0	0	1	0	0
130872	541	1004	766	1058	3800	1346	807	756	1361	977	83	140
9736	93	184	119	97	180	227	88	129	198	102	45	51
100124537	0	2	1	0	0	2	0	0	3	0	0	0
105377633	2	1	1	0	4	13	1	0	5	2	1	2
7514	259	225	285	216	286	175	212	302	528	322	113	91
107985767	3	5	3	3	27	11	2	1	10	5	0	1
105374760	1	0	0	1	0	0	0	0	0	0	0	0
84140	4	6	9	8	18	13	6	5	20	17	13	1
10575	340	421	253	174	327	570	133	611	1077	226	187	85
150684	248	360	240	216	510	715	157	673	1153	721	227	203
107985768	1	0	1	0	0	0	0	1	2	0	2	0
10678	52	104	34	64	169	77	17	41	103	34	2	13
100847087	0	3	1	0	1	0	0	0	1	0	2	1
105374761	0	0	0	1	1	1	0	0	2	0	0	1
105374764	5	10	2	15	18	1	4	7	16	5	0	4
200728	28	16	27	13	61	40	9	26	32	37	8	7
23301	81	217	50	52	240	705	47	60	171	58	6	5
100132215	35	90	30	11	129	232	19	19	54	20	3	4
5013	3	3	7	10	221	1	17	60	62	32	1	2
100169989	0	0	0	1	1	1	0	1	3	0	0	2
51057	19	26	10	16	33	44	20	20	31	19	41	16
107985769	0	0	0	0	1	0	0	0	0	0	0	0
4190	730	2087	331	312	962	2633	399	1343	5342	841	3	116
7360	54	152	51	45	99	287	40	65	197	115	32	28
51542	81	152	53	94	118	87	39	90	144	67	5	25
57162	54	102	63	40	218	92	39	49	94	70	7	25
150992	1	0	0	0	2	0	0	0	1	0	1	0
100507006	16	16	37	56	128	69	24	22	114	64	4	32
105374768	0	0	0	0	2	0	0	0	0	1	0	0
105374769	0	0	0	0	0	0	0	0	0	0	0	0
102465833	0	0	0	0	1	0	0	0	0	0	0	0
100616265	0	0	0	0	1	0	0	0	0	0	0	0
105374771	17	33	9	30	81	9	34	29	47	19	6	8
29094	41	124	21	61	113	54	17	64	116	36	4	9
105374774	0	1	0	0	0	0	0	0	7	0	0	0
105374773	1	5	0	2	3	1	2	0	4	1	0	0
101927402	2	6	0	0	4	1	1	1	1	1	0	2
54812	230	258	150	195	258	234	237	250	301	237	52	57
100616419	0	0	0	0	0	0	0	0	0	0	0	0
105374772	1	3	0	2	12	1	1	3	4	1	0	0
339807	0	0	0	0	2	1	0	0	0	0	0	0
9792	50	97	44	111	158	189	41	47	106	92	6	36
105374775	1	0	0	5	0	2	0	0	0	0	2	0
105374777	0	0	0	0	0	1	0	0	0	0	0	1
105374776	0	0	0	1	2	0	0	0	0	0	0	0
101927438	0	0	1	2	3	4	0	3	6	0	0	1
400958	0	2	6	0	1	1	1	7	3	0	14	53
107985888	1	0	0	1	6	0	0	0	3	0	3	1
107984063	99	115	88	271	147	44	288	325	518	260	245	131
6509	803	889	270	628	293	320	877	924	3784	734	424	530
102724233	10	48	4	15	16	1	23	31	21	7	36	82
23177	256	306	217	284	343	513	365	532	837	340	282	129
5861	285	703	293	216	400	442	151	505	850	478	27	54
10097	562	1103	722	363	950	629	199	906	1728	980	56	149
200734	164	192	94	189	593	100	212	176	379	240	85	74
105374780	0	0	1	0	0	0	1	0	2	0	0	0
105374781	1	0	0	0	0	1	0	0	0	1	0	1
107985889	0	0	0	2	0	0	0	0	0	0	0	1
105369167	1	0	0	0	0	0	0	0	0	0	0	0
101927533	0	0	0	0	0	0	0	0	0	0	0	0
105369168	0	0	0	0	1	0	1	0	0	0	0	0
107985890	0	0	0	0	1	0	0	0	0	0	0	0
107985812	0	0	0	0	0	0	0	0	0	0	0	0
